"id","name","short_name","country","state"
668,Universidad de los Andes School of Medicine,,Colombia,Bogota
669,Bay Path University,,United States of America,MA
670,Boston University School of Medicine PA Program,,United States of America,MA
671,MCPHS University (Boston),,United States of America,MA
672,MGH Institute of Health Professions,,United States of America,MA
673,Tongji University School of Medicine,,China,Wuhan
674,Springfield College,,United States of America,MA
675,Trinity College Dublin School of Medicine,,Ireland,Dublin
676,Westfield State University,,United States of America,MA
677,Universidad del Rosario School of Medicine and Health Sciences,,Colombia,Bogota
678,"Towson University CCBC, Essex",,United States of America,MD
679,University of Maryland Baltimore (Anne Arundel Community College),,United States of America,MD
680,University of Maryland Eastern Shore,,United States of America,MD
681,University of New England,,United States of America,ME
682,Paracelsus Medical University,,Austria,Salzburg
683,Concordia University-Ann Arbor,,United States of America,MI
684,Cairo University KasrAlAiny School of Medicine,,Egypt,
685,College of Medicine Umm Al-Qura University,,Saudi Arabia,Mecca
686,Semmelweis University Medicine and Health Sciences,,Hungary,Budapest
687,"University of Michigan, Flint",,United States of America,MI
688,Wayne State University,,United States of America,MI
689,Augsburg University,,United States of America,MN
690,College of St. Scholastica,,United States of America,MN
691,Mayo Clinic School of Health Sciences,,United States of America,MN
692,Saint Catherine University,,United States of America,MN
693,Stephens College,,United States of America,MO
694,"University of Missouri, Kansas City",,United States of America,MO
695,Mississippi College,,United States of America,MS
696,Mississippi State University-Meridian,,United States of America,MS
697,Rocky Mountain College,,United States of America,MT
698,Campbell University,,United States of America,NC
699,Duke University Medical Center,,United States of America,NC
700,Elon University,,United States of America,NC
701,Gardner Webb University,,United States of America,NC
702,High Point University,,United States of America,NC
703,Lenoir-Rhyne University,,United States of America,NC
704,Methodist University,,United States of America,NC
705,Pfeiffer University,,United States of America,NC
706,"University of North Carolina, Chapel Hill",,United States of America,NC
707,Wake Forest University (Bowman Gray),,United States of America,NC
708,Wingate University,,United States of America,NC
709,College of Saint Mary,,United States of America,NE
710,Jordan University of Science and Technology School of Medicine,JUST,Jordan,
711,Universidad San Martin de Porres Faculty of Medicine,,Peru,Lima
712,University of Nebraska Medical Center,,United States of America,NE
713,Franklin Pierce University,,United States of America,NH
714,MCPHS University (Manchester/Worcester),,United States of America,NH
715,Kean University,,United States of America,NJ
716,Monmouth University,,United States of America,NJ
717,Instituto Tecnológico y de Estudios Superiores de Monterrey,Tec,Mexico,Monterrey
718,Seton Hall University,,United States of America,NJ
719,University of Auckland School of Medicine,,New Zealand,Auckland
720,University of St. Francis,,United States of America,NM
721,Touro University Nevada,,United States of America,NV
722,University College Cork School of Medicine,,Ireland,
723,Canisius College,,United States of America,NY
724,Clarkson University,,United States of America,NY
725,CUNY York College,,United States of America,NY
726,D’youville College,,United States of America,NY
727,Daemen College,,United States of America,NY
728,Hofstra University,,United States of America,NY
729,Le Moyne College,,United States of America,NY
730,University of Copenhagen School of Health and Medical Sciences,,Denmark,
731,Marist College,,United States of America,NY
732,Mercy College,,United States of America,NY
733,Trinity School of Medicine,TMSU,Saint Vincent and the Grenadines,
734,"Pace University, Pleasantville",,United States of America,NY
735,"Pace University, Lenox Hill Hospital",,United States of America,NY
736,Al-Balqaʼ Applied University,,Jordan,
737,University of Debrecen Medical School,UNIDEB,Hungary,Debrecen
738,Stony Brook University,,United States of America,NY
739,SUNY Downstate Medical Center,,United States of America,NY
740,SUNY Upstate Medical Center,,United States of America,NY
741,The CUNY School of Medicine,,United States of America,NY
742,"Touro College, Bay Shore",,United States of America,NY
743,"Touro College, Manhattan",,United States of America,NY
744,Semmelweis University,,Hungary,Budapest
745,Weill Cornell Medicine Graduate School of Medical Sciences,,United States of America,NY
746,Baldwin Wallace University,,United States of America,OH
747,Medical University of Warsaw,,Poland,Warszawa
748,Kettering College,,United States of America,OH
749,Lake Erie College,,United States of America,OH
750,Marietta College,,United States of America,OH
751,Mercy College of Ohio,,United States of America,OH
752,Mount St. Joseph University,,United States of America,OH
753,Paracelsus Medizinische Privatuniversität,,Austria,Salzburg
754,University of Capecoast School of Medical Sciences,UCC,Ghana,Cape Coast
755,Aarhus University Faculty of Health,,Denmark,Aarhus
756,University of Findlay,,United States of America,OH
757,University of Mount Union,,United States of America,OH
758,"University of Oklahoma, Oklahoma City",,United States of America,Ok
759,"University of Oklahoma, Tulsa",,United States of America,Ok
760,George Fox University,,United States of America,OR
761,Oregon Health & Science University,,United States of America,OR
762,Pacific University,,United States of America,OR
763,Chatham University,,United States of America,PA
764,Other,,United States of America,
765,Saint Elizabeth University,CSE,United States of America,NJ
766,Northeastern State University,NSU,United States of America,Ok
767,St. John’s University,SJU,United States of America,NY
768,Karwar Institute of Medical Sciences,,India,Karnataka
769,University of Tartu School of Medicine,,Estonia,Tartu
770,Tbilisi State Medical University,TSMU,Georgia,Tbilisi
771,Gannon University,,United States of America,PA
772,King’s College,,United States of America,PA
773,Lithuanian University of Health Sciences,LSMU,Lithuania,Kaunas
774,Marywood University,,United States of America,PA
775,Medical University of the Americas Caribbean Medical School,MUA,St. Kitts & Nevis,
776,Pennsylvania College of Technology,,United States of America,PA
777,Saint Francis University,,United States of America,PA
778,Salus University (formerly Pennsylvania College of Optometry),,United States of America,PA
779,Seton Hill University,,United States of America,PA
780,Temple University Lewis Katz School of Medicine,,United States of America,PA
781,"Thomas Jefferson University, Center City Campus",,United States of America,PA
782,"Thomas Jefferson University, East Falls Campus",,United States of America,PA
783,University of the Sciences,,United States of America,PA
784,San Juan Bautista School of Medicine,,United States of America,PR
785,Bryant University,,United States of America,RI
786,Johnson & Wales University,,United States of America,RI
787,Charleston Southern University,,United States of America,SC
788,Medical University of South Carolina,,United States of America,SC
789,North Greenville University,,United States of America,SC
790,Presbyterian College,,United States of America,SC
791,University of South Carolina School of Medicine,,United States of America,SC
792,Bethel University,,United States of America,TN
793,Christian Brothers University,,United States of America,TN
794,Lincoln Memorial University-Knoxville,,United States of America,TN
795,Milligan University,,United States of America,TN
796,"South College, Knoxville",,United States of America,TN
797,"South College, Nashville",,United States of America,TN
798,Trevecca Nazarene University,,United States of America,TN
799,"University of Tennessee Health Science Center, Memphis",,United States of America,TN
800,Army Medical Center of Excellence,,United States of America,TX
801,Texas Tech University Health Sciences Center,,United States of America,TX
802,"The University of Texas Southwestern Medical Center, Southwestern School of Health Professions",,United States of America,TX
803,University of Mary Hardin-Baylor,,United States of America,TX
804,"University of North Texas Health Science Center, Fort Worth",,United States of America,TX
805,"University of Texas Health Science Center, San Antonio",,United States of America,TX
806,"University of Texas Medical Branch, Galveston",UTMB,United States of America,TX
807,Rocky Mountain University of Health Professions,,United States of America,UT
808,Emory & Henry College,,United States of America,VA
809,Mary Baldwin University (Murphy Deming College of Health Sciences),,United States of America,VA
810,Radford University,,United States of America,VA
811,"South University, Richmond",,United States of America,VA
812,University of Lynchburg,,United States of America,VA
813,Heritage University,,United States of America,Western Australia
814,Carroll University,,United States of America,WI
815,Concordia University,,United States of America,WI
816,Marquette University,,United States of America,WI
817,"University of Wisconsin, La Crosse",,United States of America,WI
818,Alderson-Broaddus University,,United States of America,WV
819,Marshall University,,United States of America,WV
820,"University of Wisconsin, Madison","Madison, UW",United States of America,WI
821,Slippery Rock University,SRU,United States of America,PA
822,Pennsylvania State University,"Penn State, PSU",United States of America,PA
823,University of Charleston,,United States of America,WV
824,West Liberty University,,United States of America,WV
825,Harding University College of Pharmacy,,United States of America,AK
826,Idaho State University College of Pharmacy-Anchorage,,United States of America,AK
827,UAA/ISU Doctor of Pharmacy Program,,United States of America,AK
828,University of Arkansas for Medical Sciences College of Pharmacy,,United States of America,AK
829,Harrison School of Pharmacy,,United States of America,AL
830,McWhorter School of Pharmacy,,United States of America,AL
831,College of Pharmacy-Glendale,,United States of America,AZ
832,University of Arizona College of Pharmacy,,United States of America,AZ
833,American University of Health Sciences,,United States of America,CA
834,California Health Sciences University College of Pharmacy,,United States of America,CA
835,California Northstate University College of Pharmacy,,United States of America,CA
836,Chapman University School of Pharmacy,,United States of America,CA
837,Keck Graduate Institute School of Pharmacy,,United States of America,CA
838,Loma Linda University School of Pharmacy,,United States of America,CA
839,Marshall B. Ketchum University College of Pharmacy,,United States of America,CA
840,San Diego Skaggs School of Pharmacy & Pharmaceutical Sciences,,United States of America,CA
841,Thomas J. Long School of Pharmacy & Health Science,,United States of America,CA
842,Touro University California College of Pharmacy,,United States of America,CA
843,University of California-Irvine School of Pharmacy and Pharmaceutical Sciences,,United States of America,CA
844,University of California-San Francisco School of Pharmacy,,United States of America,CA
845,University of Southern California School of Pharmacy,,United States of America,CA
846,West Coast University College of Pharmacy,,United States of America,CA
847,Western University of Health Sciences College of Pharmacy,,United States of America,CA
848,Rueckert-Hartman College for Health Professions School of Pharmacy,,United States of America,CO
849,Skaggs School of Pharmacy and Pharmaceutical Sciences,,United States of America,CO
850,University of Connecticut School of Pharmacy,,United States of America,CT
851,University of Saint Joseph School of Pharmacy,,United States of America,CT
852,Howard University College of Pharmacy,,United States of America,DC
853,Florida Agricultural and Mechanical University College of Pharmacy and Pharmaceutical Sciences,,United States of America,FL
854,Larkin University College of Pharmacy,,United States of America,FL
855,LECOM School of Pharmacy Bradenton Campus,,United States of America,FL
856,LECOM School of Pharmacy Bradenton Campus-Distance,,United States of America,FL
857,Lloyd L. Gregory School of Pharmacy,,United States of America,FL
858,Nova Southeastern University College of Pharmacy,,United States of America,FL
859,Taneja College of Pharmacy,,United States of America,FL
860,University of Florida College of Pharmacy,,United States of America,FL
861,Mercer University College of Pharmacy and Health Sciences,,United States of America,GA
862,Philadelphia College of Osteopathic Medicine School of Pharmacy–Georgia Campus,,United States of America,GA
863,South University School of Pharmacy,,United States of America,GA
864,University of Georgia College of Pharmacy,,United States of America,GA
865,Daniel K. Inouye College of Pharmacy,,United States of America,HI
866,Drake University College of Pharmacy and Health Sciences,,United States of America,IA
867,University of Iowa College of Pharmacy,,United States of America,IA
868,Idaho State University College of Pharmacy-Pocatello and Meridian,,United States of America,ID
869,Chicago State University College of Pharmacy,,United States of America,IL
870,Midwestern University Chicago College of Pharmacy,,United States of America,IL
871,Roosevelt University College of Pharmacy,,United States of America,IL
872,Rosalind Franklin University of Medicine and Science College of Pharmacy,,United States of America,IL
873,Southern Illinois University Edwardsville School of Pharmacy,,United States of America,IL
874,University of Illinois at Chicago College of Pharmacy,,United States of America,IL
875,Butler University College of Pharmacy and Health Sciences,,United States of America,IN
876,Manchester University College of Pharmacy,,United States of America,IN
877,Purdue University College of Pharmacy,,United States of America,IN
878,University of Kansas School of Pharmacy,,United States of America,KS
879,Sullivan University College of Pharmacy and Health Sciences,,United States of America,KY
880,University of Kentucky College of Pharmacy,,United States of America,KY
881,University of Louisiana at Monroe College of Pharmacy,,United States of America,LA
882,Xavier University of Louisiana College of Pharmacy,,United States of America,LA
883,Husson University School of Pharmacy,,United States of America,MA
884,University of New England School of Pharmacy,,United States of America,MA
885,Notre Dame of Maryland University School of Pharmacy,,United States of America,MD
886,University of Maryland Eastern Shore School of Pharmacy,,United States of America,MD
887,"University of Maryland, Baltimore School of Pharmacy",,United States of America,MD
888,Eugene Applebaum College of Pharmacy and Health Sciences,,United States of America,MI
889,Ferris State University College of Pharmacy,,United States of America,MI
890,University of Michigan College of Pharmacy,,United States of America,MI
891,University of Minnesota College of Pharmacy,,United States of America,MN
892,University of Minnesota Duluth College of Pharmacy,,United States of America,MN
893,St. Louis College of Pharmacy,,United States of America,MO
894,University of Missouri Kansas City School of Pharmacy,,United States of America,MO
895,"Massachusetts College of Pharmacy and Health Sciences School of Pharmacy, Boston",,United States of America,MS
896,"Massachusetts College of Pharmacy and Health Sciences School of Pharmacy, Worcester/Manchester",,United States of America,MS
897,Northeastern University Bouvé College of Health Sciences School of Pharmacy,,United States of America,MS
898,University of Mississippi School of Pharmacy,,United States of America,MS
899,Western New England University College of Pharmacy and Health Sciences,,United States of America,MS
900,William Carey University School of Pharmacy,,United States of America,MS
901,Skaggs School of Pharmacy,,United States of America,MT
902,College of Pharmacy & Health Sciences,,United States of America,NC
903,Fred Wilson School of Pharmacy,,United States of America,NC
904,UNC Eshelman School of Pharmacy,,United States of America,NC
905,"Wingate University School of Pharmacy, Henderson",,United States of America,NC
906,"Wingate University School of Pharmacy, Wingate",,United States of America,NC
907,"North Dakota State University College of Pharmacy, Nursing, and Allied Sciences",,United States of America,ND
908,School of Pharmacy and Health Professions,,United States of America,NE
909,University of Nebraska Medical Center College of Pharmacy,,United States of America,NE
910,Ernest Mario School of Pharmacy,,United States of America,NJ
911,Fairleigh Dickinson University School of Pharmacy,,United States of America,NJ
912,University of New Mexico College of Pharmacy College of Pharmacy,,United States of America,NM
913,Roseman University of Health Sciences College of Pharmacy,,United States of America,NV
914,Albany College of Pharmacy,,United States of America,NY
915,Arnold & Marie Schwartz College of Pharmacy and Health Sciences,,United States of America,NY
916,College of Pharmacy and Health Sciences,,United States of America,NY
917,D'Youville College School of Pharmacy,,United States of America,NY
918,School of Pharmacy and Pharmaceutical Sciences,,United States of America,NY
919,Touro College of Pharmacy,,United States of America,NY
920,Wegmans School of Pharmacy,,United States of America,NY
921,Cedarville University School of Pharmacy,,United States of America,OH
922,James L. Winkle College of Pharmacy,,United States of America,OH
923,Northeast Ohio Medical University College of Pharmacy,,United States of America,OH
924,Ohio State University College of Pharmacy,,United States of America,OH
925,Raabe College of Pharmacy,,United States of America,OH
926,University of Findlay College of Pharmacy,,United States of America,OH
927,University of Toledo College of Pharmacy & Pharmaceutical Sciences,,United States of America,OH
928,Southwestern Oklahoma State University College of Pharmacy,,United States of America,Ok
929,University of Oklahoma College of Pharmacy,,United States of America,Ok
930,Oregon State University College of Pharmacy,,United States of America,OR
931,Pacific University Oregon School of Pharmacy,,United States of America,OR
932,Duquesne University School of Pharmacy,,United States of America,PA
933,Jefferson School of Pharmacy,,United States of America,PA
934,"Lake Erie College of Osteopathic Medicine School of Pharmacy, Erie Campus",,United States of America,PA
935,Nesbitt School of Pharmacy,,United States of America,PA
936,Philadelphia College of Pharmacy,,United States of America,PA
937,Temple University School of Pharmacy,,United States of America,PA
938,University of Pittsburgh School of Pharmacy,,United States of America,PA
939,University of Puerto Rico School of Pharmacy,,United States of America,PR
940,College of Pharmacy,,United States of America,RI
941,Presbyterian College School of Pharmacy,,United States of America,SC
942,South Carolina College of Pharmacy,,United States of America,SC
943,South University School of Pharmacy,,United States of America,SC
944,College of Pharmacy,,United States of America,SD
945,Bill Gatton College of Pharmacy,,United States of America,TN
946,College of Pharmacy,,United States of America,TN
947,South College School of Pharmacy,,United States of America,TN
948,Union University School of Pharmacy,,United States of America,TN
949,College of Pharmacy and Health Sciences,,United States of America,TX
950,Feik School of Pharmacy,,United States of America,TX
951,Fisch College of Pharmacy,,United States of America,TX
952,Irma Lerma Rangel College of Pharmacy,,United States of America,TX
953,Texas Tech University Health Sciences Center Jerry H Hodge School of Pharmacy,,United States of America,TX
954,University of Houston College of Pharmacy,,United States of America,TX
955,University of Texas at Austin College of Pharmacy,,United States of America,TX
956,University of Texas at El Paso School of Pharmacy,,United States of America,TX
957,University of North Texas System College of Pharmacy,,United States of America,TX
958,Roseman University of Health Sciences College of Pharmacy,,United States of America,UT
959,University of Utah College of Pharmacy,,United States of America,UT
960,Appalachian College of Pharmacy,,United States of America,VA
961,Hampton University School of Pharmacy,,United States of America,VA
962,Shenandoah University Bernard J. Dunn School of Pharmacy,,United States of America,VA
963,Virginia Commonwealth University School of Pharmacy,,United States of America,VA
964,University of Washington School of Pharmacy,,United States of America,Western Australia
965,Washington State University College of Pharmacy,,United States of America,Western Australia
966,Concordia University Wisconsin School of Pharmacy,,United States of America,WI
967,Medical College of Wisconsin School of Pharmacy,,United States of America,WI
968,University of Wisconsin Madison School of Pharmacy,,United States of America,WI
969,Marshall University School of Pharmacy,,United States of America,WV
970,University of Charleston School of Pharmacy,,United States of America,WV
971,West Virginia University School of Pharmacy,,United States of America,WV
972,University of Wyoming School of Pharmacy,,United States of America,WY
973,University of Canberra,UC,Australia,Australian Capital Territory
974,Alaska Christian College,,United States of America,AK
975,National Park Community College,,United States of America,AK
976,University of Alaska,,United States of America,AK
977,University of Arkansas – Fort Smith,,United States of America,AK
978,Alabama A&M University,,United States of America,AL
979,Athens State University,,United States of America,AL
980,Calhoun Community College,,United States of America,AL
981,Enterprise State Community College,,United States of America,AL
982,Faulkner State Community College,,United States of America,AL
983,Gadsden State Community College,,United States of America,AL
984,Huntingdon College,,United States of America,AL
985,Lurleen B. Wallace Community College,,United States of America,AL
986,Northeast Alabama Community College,,United States of America,AL
987,Northwest-Shoals Community College,,United States of America,AL
988,Snead State Community College,,United States of America,AL
989,Southeastern Bible College,,United States of America,AL
990,Trenholm State Technical College,,United States of America,AL
991,Auburn University at Montgomery,AUM,United States of America,AL
992,Troy University,,United States of America,AL
993,University of Montevallo,,United States of America,AL
994,Arkansas Northeastern College,,United States of America,AR
995,Arkansas Tech University,,United States of America,AR
996,Central Baptist College,,United States of America,AR
997,Henderson State University,,United States of America,AR
998,Hendrix College,,United States of America,AR
999,John Brown University,,United States of America,AR
1000,Lyon College,,United States of America,AR
1001,Mid-South Community College,,United States of America,AR
1002,North Arkansas College,,United States of America,AR
1003,Northwest Arkansas Community College,,United States of America,AR
1004,Northwest Technical Institute,,United States of America,AR
1005,Ouachita Baptist University,,United States of America,AR
1006,Phillips Community College U of A,,United States of America,AR
1007,Pulaski Technical College,,United States of America,AR
1008,Southeast Arkansas College,,United States of America,AR
1009,Southern Arkansas University Magnolia,,United States of America,AR
1010,University of Arkansas Community College Batesville,,United States of America,AR
1011,University of Arkansas for Medical Sciences,,United States of America,AR
1012,University of the Ozarks,,United States of America,AR
1013,Williams Baptist College,,United States of America,AR
1014,Arizona Western College,,United States of America,AZ
1015,Bryan University,,United States of America,AZ
1016,Central Arizona College,,United States of America,AZ
1017,Glendale Community College,,United States of America,AZ
1018,Maricopa Community Colleges,,United States of America,AZ
1019,Mesa Community College,,United States of America,AZ
1020,Northland Pioneer College,,United States of America,AZ
1021,Phoenix College,,United States of America,AZ
1022,Prescott College,,United States of America,AZ
1023,Rio Salado College,,United States of America,AZ
1024,South Mountain Community College,,United States of America,AZ
1025,University of Advancing Technology,,United States of America,AZ
1026,University of Phoenix,,United States of America,AZ
1027,Yavapai College,,United States of America,AZ
1028,Academy of Arts University,,United States of America,CA
1029,Acupuncture & Integrative Medicine College,,United States of America,CA
1030,Adance Computing Institute,,United States of America,CA
1031,Allan Hancock College,,United States of America,CA
1032,Alliant International University,,United States of America,CA
1033,Allied American University,,United States of America,CA
1034,Anaheim University,,United States of America,CA
1035,Angeles College,,United States of America,CA
1036,Antelope Valley College,,United States of America,CA
1037,Antioch University Los Angeles,,United States of America,CA
1038,Argosy University,,United States of America,CA
1039,Art Center College of Design,,United States of America,CA
1040,ATI College,,United States of America,CA
1041,Bakersfield College,,United States of America,CA
1042,Barstow Community College,,United States of America,CA
1043,Berkeley City College,,United States of America,CA
1044,Brandman University,,United States of America,CA
1045,Butte College,,United States of America,CA
1046,Cabrillo College,,United States of America,CA
1047,California College of the Arts,,United States of America,CA
1048,California Community Colleges Chanellor’s Office,,United States of America,CA
1049,California Institute of Integral Studies,,United States of America,CA
1050,California Institute of the Arts,,United States of America,CA
1051,California Lutheran University,,United States of America,CA
1052,California Miramar University,,United States of America,CA
1053,California State University Bakersfield,,United States of America,CA
1054,California State University Channel Islands,,United States of America,CA
1055,California State University Dominguez Hills,,United States of America,CA
1056,California State University Fullerton,,United States of America,CA
1057,California State University Monterey Bay,,United States of America,CA
1058,California State University Northridge,,United States of America,CA
1059,California State University San Bernardino,,United States of America,CA
1060,California State University San Marcos,,United States of America,CA
1061,California Western School of Law San Diego,,United States of America,CA
1062,Canada College,,United States of America,CA
1063,Cerritos College,,United States of America,CA
1064,Cerro Coso Community College,,United States of America,CA
1065,Chaffey College,,United States of America,CA
1066,Citrus College,,United States of America,CA
1067,City College of San Francisco,,United States of America,CA
1068,Cogswell Polytechnical College,,United States of America,CA
1069,College of Marin,,United States of America,CA
1070,College of San Mateo,,United States of America,CA
1071,College of the Canyons,,United States of America,CA
1072,College of the Desert,,United States of America,CA
1073,College of the Redwoods,,United States of America,CA
1074,College of the Sequoias,,United States of America,CA
1075,College of the Siskiyous,,United States of America,CA
1076,Columbia College,,United States of America,CA
1077,Contra Costa College,,United States of America,CA
1078,Copper Mountain College,,United States of America,CA
1079,Crafton Hills College,,United States of America,CA
1080,Cuesta College,,United States of America,CA
1081,Cuyamaca College,,United States of America,CA
1082,Cypress College,,United States of America,CA
1083,DeAnza College,,United States of America,CA
1084,Diablo Valley College,,United States of America,CA
1085,Dominican School of Philosophy and Theology,,United States of America,CA
1086,East Los Angeles College,,United States of America,CA
1087,El Camino College,,United States of America,CA
1088,El Camino College Compton Center,,United States of America,CA
1089,Ex’pression College,,United States of America,CA
1090,Fashion Institute of Design & Merchandising,,United States of America,CA
1091,Fielding Graduate University,,United States of America,CA
1092,Frederick Taylor University,,United States of America,CA
1093,Fresno City College,,United States of America,CA
1094,Fuller Theological Seminary,,United States of America,CA
1095,Fullerton College,,United States of America,CA
1096,California State University East Bay,CSUEB,United States of America,CA
1097,Foothill-De Anza Community College District,De Anza,United States of America,CA
1098,"California Polytechnic State University, San Luis Obispo",Cal Poly,United States of America,CA
1099,"California State University, Fresno","CSUF, Fresno State, FSU",United States of America,CA
1100,Gavilan College,,United States of America,CA
1101,Glendale Community College,,United States of America,CA
1102,Gnomon School of Visual Effects,,United States of America,CA
1103,Golden Gate Baptist Theological Seminary,,United States of America,CA
1104,Golden West College,,United States of America,CA
1105,Grossmont College,,United States of America,CA
1106,Hartnell College,,United States of America,CA
1107,Henley-Putnam University,,United States of America,CA
1108,Holy Names University,,United States of America,CA
1109,Humphreys College,,United States of America,CA
1110,Imperial Valley College,,United States of America,CA
1111,International Sports Sciences Association,,United States of America,CA
1112,International Technological University,,United States of America,CA
1113,Irvine Valley College,,United States of America,CA
1114,John F. Kennedy University,,United States of America,CA
1115,Keck Graduate Institute,,United States of America,CA
1116,La Sierra University,,United States of America,CA
1117,Lake Tahoe Community College,,United States of America,CA
1118,Laney College,,United States of America,CA
1119,Las Positas College,,United States of America,CA
1120,Laurus College,,United States of America,CA
1121,Life Chiropractic College West,,United States of America,CA
1122,Long Beach City College,,United States of America,CA
1123,Los Angeles City College,,United States of America,CA
1124,Los Angeles Community College District,,United States of America,CA
1125,Los Angeles Harbor College,,United States of America,CA
1126,Los Angeles Mission College,,United States of America,CA
1127,Los Angeles Southwest College,,United States of America,CA
1128,Los Angeles Trade-Tech Community College,,United States of America,CA
1129,Los Angeles Valley College,,United States of America,CA
1130,Los Medanos College,,United States of America,CA
1131,Los Rios Community College District,,United States of America,CA
1132,Marymount California University,,United States of America,CA
1133,Merced Community College,,United States of America,CA
1134,Mills College,,United States of America,CA
1135,MiraCosta College,,United States of America,CA
1136,Modesto Junior College,,United States of America,CA
1137,Monterey Institute of International Studies,,United States of America,CA
1138,Mount Saint Mary’s College,,United States of America,CA
1139,Mount San Jacinto College,,United States of America,CA
1140,Napa Valley College,,United States of America,CA
1141,Naval Postgraduate School,,United States of America,CA
1142,NewSchool of Architecture and Design,,United States of America,CA
1143,Norco College,,United States of America,CA
1144,Notre Dame de Namur University,,United States of America,CA
1145,Ohlone College,,United States of America,CA
1146,Otis College of Art and Design,,United States of America,CA
1147,Pacific College of Oriental Medicine,,United States of America,CA
1148,Pacific Lutheran Theological Seminary,,United States of America,CA
1149,Pacific School of Religion,,United States of America,CA
1150,Palomar College,,United States of America,CA
1151,Pepperdine University,,United States of America,CA
1152,Peralta Community College District,,United States of America,CA
1153,Pierce College,,United States of America,CA
1154,Pitzer College,,United States of America,CA
1155,Porterville College,,United States of America,CA
1156,Rio Hondo College,,United States of America,CA
1157,Riverside City College,,United States of America,CA
1158,Riverside Community College District,,United States of America,CA
1159,Mount San Antonio College,Mt. SAC,United States of America,CA
1160,Rosemead College,,United States of America,CA
1161,Saddleback College,,United States of America,CA
1162,Saint Mary’s College,,United States of America,CA
1163,San Bernardino Valley College,,United States of America,CA
1164,San Diego City College,,United States of America,CA
1165,San Diego Mesa College,,United States of America,CA
1166,San Joaquin Delta College,,United States of America,CA
1167,San Mateo County Community College,,United States of America,CA
1168,Santa Ana College,,United States of America,CA
1169,Santa Barbara City College,,United States of America,CA
1170,Santa Monica College,,United States of America,CA
1171,Santa Rosa Junior College,,United States of America,CA
1172,School of Continuing Education,,United States of America,CA
1173,Shasta College,,United States of America,CA
1174,Sierra College,,United States of America,CA
1175,Simpson University,,United States of America,CA
1176,Skyline College,,United States of America,CA
1177,Soka University of America,,United States of America,CA
1178,Solano Community College,,United States of America,CA
1179,Southwestern College,,United States of America,CA
1180,Starr King School for the Ministry,,United States of America,CA
1181,Taft College,,United States of America,CA
1182,The Art Institute,,United States of America,CA
1183,The Claremont Colleges,,United States of America,CA
1184,The Institute of Buddhist Studies,,United States of America,CA
1185,The Master’s College,,United States of America,CA
1186,Unitek College,,United States of America,CA
1187,University of California,,United States of America,CA
1188,University of California Los Angeles Extension,,United States of America,CA
1189,University of California Merced,,United States of America,CA
1190,University of California Santa Cruz,,United States of America,CA
1191,University of California Santa Cruz Silicon Valley Extension,,United States of America,CA
1192,University of Redlands,,United States of America,CA
1193,Ventura College,,United States of America,CA
1194,Victor Valley College,,United States of America,CA
1195,West Coast Baptist College,,United States of America,CA
1196,West Hills Community College District,,United States of America,CA
1197,West Los Angeles College,,United States of America,CA
1198,Westmont College,,United States of America,CA
1199,Whittier College,,United States of America,CA
1200,William Jessup University,,United States of America,CA
1201,Yosemite Community College District,,United States of America,CA
1202,Yuba Community College District,,United States of America,CA
1203,Adams State University,,United States of America,CO
1204,Aims Community College,,United States of America,CO
1205,Arapahoe Community College,,United States of America,CO
1206,Auraria Higher Education Center,,United States of America,CO
1207,Colorado Heights University,,United States of America,CO
1208,Colorado School of Mines,,United States of America,CO
1209,"California State University, Sonoma",SSU,United States of America,CA
1210,Community College of Aurora,,United States of America,CO
1211,Community College of Denver,,United States of America,CO
1212,Fort Lewis College,,United States of America,CO
1213,Front Range Community College,,United States of America,CO
1214,Jones International University,,United States of America,CO
1215,Naropa University,,United States of America,CO
1216,Pikes Peak Community College,,United States of America,CO
1217,Redstone College,,United States of America,CO
1218,Regis University,,United States of America,CO
1219,University Corporation for Atmospheric Research,,United States of America,CO
1220,University of the Rockies,,United States of America,CO
1221,Western State Colorado University,,United States of America,CO
1222,William Howard Taft University,,United States of America,CO
1223,Albertus Magnus College,,United States of America,CT
1224,Asnuntuck Community College,,United States of America,CT
1225,Eastern Connecticut State University,,United States of America,CT
1226,Fairfield University,,United States of America,CT
1227,Goodwin College,,United States of America,CT
1228,Hartford Seminary,,United States of America,CT
1229,Queens University of Charlotte,,United States of America,CT
1230,Quinebaug Valley Community College,,United States of America,CT
1231,Three Rivers Community College,,United States of America,CT
1232,Trinity College,,United States of America,CT
1233,Tunxis Community College,,United States of America,CT
1234,University of Connecticut Health Center,,United States of America,CT
1235,University of Hartford,,United States of America,CT
1236,University of Saint Joseph Connecticut,,United States of America,CT
1237,Wesleyan University,,United States of America,CT
1238,Western Connecticut State University,,United States of America,CT
1239,Yale University,,United States of America,CT
1240,Carnegie Institution for Science,,United States of America,DC
1241,Johns Hopkins School of Advanced International Studies,,United States of America,DC
1242,The Catholic University of America,,United States of America,DC
1243,The George Washington University,,United States of America,DC
1244,University of California Washington Center,,United States of America,DC
1245,Delaware State University,,United States of America,DE
1246,Delaware Technical Community College,,United States of America,DE
1247,Goldey-Beacom College,,United States of America,DE
1248,Wesley College,,United States of America,DE
1249,Wilmington University,,United States of America,DE
1250,Acupuncture Massage College,,United States of America,FL
1251,Atlantic Institute of Oriental Medicine,,United States of America,FL
